"","V1","V2","V3","V4","V5","V6"
"1",1,0.96148958335499,1.0294705134289,0.936810733992781,1.05414936279111,1
"2",1,0.986097085501873,1.0778076745251,0.9529675234078,1.11093723661917,1
"3",1,1.0841243497594,1.13165435735709,1.06655446241264,1.14922424470384,1.07841895407064
"4",1,0.979775684484073,1.044739530573,0.956092678955361,1.06842253610172,1.03709848579938
"5",1,1.00700324465582,1.06671555556881,0.985341352561269,1.08837744766336,1.03709848579938
"6",1,0.960555328447661,1.03019782314898,0.935095625131509,1.05565752646513,1
"7",1,0.964733399967967,1.03149352957208,0.940719135450585,1.05550779408947,1
"8",1,0.972094337577314,1.04092415477664,0.946949289519174,1.06606920283478,1.01752655619859
"9",1,1.01268957865669,1.07739150005578,0.989003024156323,1.10107805455615,1.01752655619859
"10",1,0.988718215349262,1.054999775847,0.96453791932844,1.07918007186782,1
"11",1,0.957694296676082,1.02900775290992,0.931696498209138,1.05500555137687,1
"12",1,0.993310784445637,1.07110424688578,0.965010193189362,1.09940483814206,1
"13",1,0.979875470804296,1.04876880609768,0.954865394567958,1.07377888233402,1.01752655619859
"14",1,0.950444361014997,1.02056603313886,0.924881035433586,1.04612935872027,1
"15",1,0.977892642269261,1.04417858740963,0.953998216519358,1.06807301315954,1
"16",1,0.950210284478017,1.02189897475186,0.924350015935339,1.04775924329454,1
"17",1,1.01840424626707,1.07376798402211,0.998319890212782,1.0938523400764,1.03709848579938
"18",1,0.961664713611914,1.03402943639706,0.935449815426477,1.0602443345825,1
"19",1,0.960991531101547,1.0291733082665,0.936204981750509,1.05395985761753,1
"20",1,0.997947267692521,1.05984726255417,0.97523908971834,1.08255544052836,1.01752655619859
"21",1,1.00241850020074,1.06618644016683,0.979350414200984,1.08925452616659,1
"22",1,0.965184291844942,1.02863627104345,0.942052447524812,1.05176811536358,1
"23",1,0.97541136278486,1.04330042335132,0.950436804281544,1.06827498185464,1
"24",1,0.96819844990562,1.03537314604004,0.943520960287399,1.06005063565826,1.01752655619859
"25",1,0.943546889728128,1.01617591821197,0.917032434271785,1.04269037366831,1.01752655619859
"26",1,0.984478240194881,1.04910887787891,0.960801294049824,1.07278582402397,1.01752655619859
"27",1,0.939304025538564,1.01819149340242,0.910645693984341,1.04684982495665,1
"28",1,0.946911980768665,1.01932745331984,0.920438540169517,1.04580089391898,1
"29",1,0.978189881635639,1.0438522799029,0.95405120319283,1.06799095834571,1
"30",1,1.03960075870053,1.13749718824236,1.00416169951359,1.17293624742931,1
"31",1,1.00151803522774,1.07364808479348,0.975259343910167,1.09990677611105,1
"32",1,1.00536118636157,1.06640525856662,0.983076015168425,1.08869042975977,1.03709848579938
"33",1,0.969399445374681,1.0379192173656,0.944437583078753,1.06288107966153,1
"34",1,0.955566734212308,1.0247104368782,0.930271738832991,1.05000543225751,1
"35",1,0.965762035083659,1.03629697777756,0.940317958022981,1.06174105483824,1
"36",1,0.979616531697792,1.04800753381252,0.954527110425224,1.07309695508508,1
"37",1,0.970275263151533,1.04208620396501,0.944132742254921,1.06822872486162,1
"38",1,0.982204432253183,1.04378960593169,0.959784565982473,1.0662094722024,1.03709848579938
"39",1,0.981962200366093,1.04863279775264,0.957810060273746,1.07278493784499,1
"40",1,0.982126287245404,1.04640264355361,0.958710308055309,1.0698186227437,1.01752655619859
"41",1,0.980151584433151,1.05336635027219,0.953199164694174,1.08031877001117,1.02224998641969
"42",1,0.969592906399076,1.04064331630546,0.943654752358687,1.06658147034585,1
"43",1,0.982972019205608,1.04996662829422,0.95890759170018,1.07403105579965,1.01752655619859
"44",1,1.06934341223179,1.1210680639432,1.05051323436589,1.13989824180911,1.07841895407064
"45",1,0.948275867278479,1.02075218272893,0.921798673102578,1.04722937690483,1
