"","V1","V2","V3","V4","V5","V6"
"1",1,1.0570456310998,1.12933033245094,1.03050935557853,1.15586660797221,1.07841895407064
"2",1,0.965744991154774,1.06020544140408,0.931597970827958,1.0943524617309,1.01752655619859
"3",1,0.96470607245093,1.05532705865223,0.931785174637229,1.08824795646593,1.03709848579938
"4",1,1.09595702682255,1.165720643695,1.07052423268299,1.19115343783456,1.07841895407064
"5",1,1.04053576367984,1.11728792862688,1.01279020742157,1.14503348488515,1.07841895407064
"6",1,1.09038638342957,1.16465193170229,1.06353972771537,1.19149858741648,1.07841895407064
"7",1,0.955583588573006,1.042046852721,0.923864309841407,1.0737661314526,1.01752655619859
"8",1,1.02003832575621,1.09771899232988,0.991600416917715,1.12615690116838,1.07841895407064
"9",1,1.0108450504989,1.08862735393189,0.982746946682881,1.11672545774791,1.07841895407064
"10",1,1.03408738275997,1.10795401857343,1.00712111781232,1.13492028352108,1.07841895407064
"11",1,1.04682721314071,1.11877437938331,1.02048826620525,1.14511332631876,1.07841895407064
"12",1,0.99022631358431,1.08190043254579,0.957133312631415,1.11499343349868,1.03709848579938
"13",1,1.0185708752149,1.09816495167856,0.989818285938047,1.12691754095541,1.07841895407064
"14",1,1.03883066278106,1.11689858840419,1.0105298024495,1.14519944873575,1.07841895407064
"15",1,1.02811895335556,1.1057298283312,1.00006297735311,1.13378580433366,1.07841895407064
"16",1,1.04801832275947,1.12745928871758,1.01940210686965,1.15607550460741,1.07841895407064
"17",1,1.07125241218872,1.14705894677513,1.0438293582197,1.17448200074415,1.07841895407064
"18",1,0.975200659255054,1.06274573118463,0.943307849826515,1.09463854061317,1.01752655619859
"19",1,1.03417050583743,1.10841575487974,1.00770999745385,1.13487626326333,1.07841895407064
"20",1,1.01297691507464,1.09277174414354,0.983765038105327,1.12198362111286,1.07841895407064
"21",1,1.0517927418147,1.12976010022838,1.02352833869045,1.15802450335264,1.07841895407064
"22",1,1.08713485509465,1.15326010927337,1.06294410547585,1.17745085889217,1.07841895407064
"23",1,1.02773862605376,1.10517809624271,0.999902654736159,1.13301406756031,1.07841895407064
"24",1,1.06672281651066,1.1414274100085,1.03939346800191,1.16875675851726,1.07841895407064
"25",1,0.923880192682906,1.01877515250627,0.889188765650275,1.0534665795389,1.01752655619859
"26",1,1.06831064918197,1.14145892851263,1.04183055983903,1.16793901785558,1.07841895407064
"27",1,1.05070947603136,1.13145953153822,1.02147750087303,1.16069150669656,1.07841895407064
"28",1,1.00573807104767,1.08819209055862,0.975342352362896,1.11858780924339,1.01752655619859
"29",1,0.982119308816869,1.06990224910091,0.950318995716839,1.10170256220094,1.01752655619859
"30",1,1.05704835353624,1.12676941832881,1.03139984997696,1.1524179218881,1.07841895407064
"31",1,0.984790604627161,1.07677620467705,0.951397434444649,1.11016937485956,1.03709848579938
"32",1,1.0443690668396,1.12034720749993,1.01649628358463,1.1482199907549,1.07841895407064
"33",1,0.93178343385682,1.02790655383432,0.896544932941594,1.06314505474955,1.01752655619859
"34",1,1.03538112133886,1.11177622522734,1.00755026306338,1.13960708350282,1.07841895407064
"35",1,1.02871188200601,1.1030346929228,1.00173076461327,1.13001581031553,1.07841895407064
"36",1,1.05206393248707,1.12636555764581,1.02520423514374,1.15322525498913,1.07841895407064
"37",1,1.06451717736967,1.14515453118455,1.03522314520134,1.17444856335288,1.07841895407064
"38",1,1.03498624981897,1.11269425606184,1.00677621829659,1.14090428758422,1.07841895407064
"39",1,1.06642911167782,1.14021002825091,1.03981411412916,1.16682502579958,1.07841895407064
"40",1,1.00899524034056,1.09354242348674,0.978388683578171,1.12414898024913,1.03709848579938
"41",1,1.05253498795648,1.12832397251603,1.02490560564002,1.15595335483249,1.07841895407064
"42",1,0.946176761613854,1.04063192296008,0.91176659558212,1.07504208899181,1.01752655619859
"43",1,1.01034661179714,1.09484066598438,0.979285077979062,1.12590219980246,1.07841895407064
"44",1,1.03983455126651,1.12037186646878,1.01049467879832,1.14971173893697,1.07841895407064
"45",1,1.0591256117946,1.13192047994856,1.03256918422196,1.1584769075212,1.07841895407064
"46",1,0.99128181838245,1.07792735848234,0.959561982813254,1.10964719405153,1.01752655619859
"47",1,0.988952038255953,1.06826021004686,0.960262265176736,1.09694998312607,1.07841895407064
"48",1,0.907245799824144,1.01355875810846,0.86805475987578,1.05274979805682,1.01752655619859
"49",1,1.05179244882626,1.13329401715193,1.02212208900471,1.16296437697348,1.07841895407064
"50",1,1.02000039353333,1.10430674014811,0.989588556533907,1.13471857714753,1.07841895407064
"51",1,0.969417366511022,1.05929939353564,0.936879566200267,1.09183719384639,1.03709848579938
"52",1,0.928325501429298,1.01907665623561,0.894801686287623,1.05260047137728,1.01752655619859
"53",1,1.04881568303034,1.13060081452496,1.01941764390461,1.15999885365069,1.07841895407064
"54",1,1.04349345021919,1.12624560639616,1.01357892459915,1.1561601320162,1.07841895407064
"55",1,0.972088921069674,1.06481303557311,0.938545923620577,1.0983560330222,1.03709848579938
"56",1,0.998553062615214,1.0821961181537,0.968721901173398,1.11202727959552,1.03709848579938
"57",1,1.00571699482928,1.08611346374665,0.976469452247812,1.11536100632812,1.03709848579938
"58",1,0.992101124621103,1.08166988664438,0.96020226866483,1.11356874260065,1.03709848579938
"59",1,1.05450268905724,1.12948802687213,1.02686021332079,1.15713050260859,1.07841895407064
"60",1,1.04732838888061,1.11575097232217,1.02207028636145,1.14100907484133,1.07841895407064
"61",1,1.02812282557078,1.10579967445633,0.99970613022639,1.13421636980073,1.07841895407064
"62",1,1.04492632748404,1.11823139733461,1.01795936490866,1.14519835990998,1.07841895407064
"63",1,0.932042441750201,1.03327265362083,0.894776746376661,1.07053834899437,1.01752655619859
"64",1,1.07361618150697,1.14657290142829,1.04722404949988,1.17296503343538,1.07841895407064
"65",1,1.04116381935689,1.12141549501256,1.01155949646767,1.15101981790178,1.07841895407064
"66",1,1.05690187165632,1.13054006264433,1.03028200272852,1.15715993157214,1.07841895407064
"67",1,1.04985397718157,1.12993608047437,1.02059822120502,1.15919183645093,1.07841895407064
"68",1,1.03246172242662,1.12127166470902,1.00031202283425,1.15342136430138,1.07841895407064
"69",1,0.98469526579762,1.07008633627349,0.953935703922583,1.10084589814853,1.03709848579938
"70",1,1.0303910185278,1.10608209933747,1.00266216255157,1.13381095531369,1.07841895407064
"71",1,1.05711336715509,1.13383660094079,1.02904553495535,1.16190443314053,1.07841895407064
"72",1,1.07485749512653,1.14507153173098,1.04900972843024,1.17091929842727,1.07841895407064
"73",1,1.052265799193,1.12655846124875,1.02550410476019,1.15332015568155,1.07841895407064
"74",1,1.06026638371269,1.13873762737259,1.0316791844049,1.16732482668038,1.07841895407064
"75",1,1.06365439744447,1.13794306085031,1.03649616110935,1.16510129718544,1.07841895407064
"76",1,1.0561877532733,1.13015274373219,1.02892141676423,1.15741908024126,1.07841895407064
"77",1,1.03873856790001,1.11706381359198,1.01056421923428,1.14523816225771,1.07841895407064
"78",1,1.0655028537029,1.13955259980178,1.03837528830566,1.16668016519901,1.07841895407064
"79",1,0.942119249866128,1.04473270314602,0.905496149150587,1.08135580386156,1.01752655619859
"80",1,0.999551747455069,1.08190214111013,0.969614392031341,1.11183949653385,1.03709848579938
"81",1,1.03162408740047,1.11488367563088,1.00118628611747,1.14532147691388,1.07841895407064
"82",1,1.03444285152784,1.11134882146844,1.00683788777243,1.13895378522385,1.07841895407064
"83",1,1.05431106640073,1.13243992090227,1.02610770556391,1.16064328173909,1.07841895407064
"84",1,1.03928763538829,1.11860977699147,1.01063327994617,1.14726413243359,1.07841895407064
